	Ca009STPN_Ca-009-ST_nasal_case-anterior	900223_Ca-101-ID_nasal_case-anterior	Ca010EBPN_Ca-010-EB_nasal_case-anterior	900462_Ca-146-SM_nasal_case-anterior	900053_Ca-011-LQ_nasal_case-anterior	900228_Ca-103-BT_nasal_case-anterior	900059_Ca-013-NN_nasal_case-anterior	900231_Ca-104-SB_nasal_case-anterior	900234_Ca-105-LX_nasal_case-anterior	900062_Ca-014-LB_nasal_case-anterior	900237_Ca-106-NM_nasal_case-anterior	900065_Ca-015-AM_nasal_case-anterior	900240_Ca-107-BM_nasal_case-anterior	900069_Ca-016-YT_nasal_case-anterior	900257_Ca-108-EJ_nasal_case-anterior	900072_Ca-017-OM_nasal_case-anterior	900484_Ca-153-MN_nasal_case-anterior	900075_Ca-018-AS_nasal_case-anterior	900080_Ca-019-EC_nasal_case-anterior	900275_Ca-110-LN_nasal_case-anterior	900083_Ca-020-AZ_nasal_case-anterior	900278_Ca-111-IN_nasal_case-anterior	900086_Ca-021-IM_nasal_case-anterior	900301_Ca-112-AM_nasal_case-anterior	900295_Ca-113-MN_nasal_case-anterior	900089_Ca-022-MS_nasal_case-anterior	900298_Ca-114-QT_nasal_case-anterior	900092_Ca-023-EJ_nasal_case-anterior	900304_Ca-115-OM_nasal_case-anterior	900095_Ca-024-ZM_nasal_case-anterior	900307_Ca-116-AN_nasal_case-anterior	900098_Ca-025-AC_nasal_case-anterior	900487_Ca-154-OS_nasal_case-anterior	900310_Ca-117-SM_nasal_case-anterior	900101_Ca-026-KM_nasal_case-anterior	900333_Ca-118-AS_nasal_case-anterior	900104_Ca-027-IM_nasal_case-anterior	900330_Ca-119-AM_nasal_case-anterior	900109_Ca-029-TD_nasal_case-anterior	900339_Ca-120-ST_nasal_case-anterior	900112_Ca-030-LM_nasal_case-anterior	900115_Ca-031-AN_nasal_case-anterior	900336_Ca-121-BT_nasal_case-anterior	900118_Ca-032-LN_nasal_case-anterior	900342_Ca-122-UK_nasal_case-anterior	900121_Ca-033-UD_nasal_case-anterior	900124_Ca-034-LS_nasal_case-anterior	900469_Ca-148-AL_nasal_case-anterior	900478_Ca-151-QR_nasal_case-anterior	900404_Ca-126-KB_nasal_case-anterior	900131_Ca-035-AR_nasal_case-anterior	900134_Ca-036-TK_nasal_case-anterior	900407_Ca-127-OM_nasal_case-anterior	900149_Ca-037-HM_nasal_case-anterior	900410_Ca-128-SN_nasal_case-anterior	900559_Ca-042-AM_nasal_case-anterior	900416_Ca-129-AJ_nasal_case-anterior	900413_Ca-130-PM_nasal_case-anterior	900556_Ca-043-SS_nasal_case-anterior	900419_Ca-131-PM_nasal_case-anterior	900580_Ca-045-HN_nasal_case-anterior	900422_Ca-132-LD_nasal_case-anterior	900571_Ca-046-MT_nasal_case-anterior	900425_Ca-133-LT_nasal_case-anterior	900574_Ca-047-MD_nasal_case-anterior	900106_Ca-028-PN_nasal_case-anterior	900430_Ca-135-NS_nasal_case-anterior	900432_Ca-136-OM_nasal_case-anterior	900428_Ca-134-IT_nasal_case-anterior	900577_Ca-047-MD_nasal_case-anterior	900583_Ca-049-LM_nasal_case-anterior	900589_Ca-050-MM_nasal_case-anterior	900438_Ca-137-TM_nasal_case-anterior	900586_Ca-051-AM_nasal_case-anterior	900493_Ca-155-LS_nasal_case-anterior	900592_Ca-052-LM_nasal_case-anterior	900435_Ca-138-SM_nasal_case-anterior	900595_Ca-053-NN_nasal_case-anterior	900441_Ca-139-OS_nasal_case-anterior	900612_Ca-054-RN_nasal_case-anterior	900444_Ca-140-EM_nasal_case-anterior	900623_Ca-055-LN_nasal_case-anterior	900447_Ca-141-TC_nasal_case-anterior	900450_Ca-142-AM_nasal_case-anterior	900626_Ca-056-DH_nasal_case-anterior	900453_Ca-143-ST_nasal_case-anterior	900456_Ca-144-HN_nasal_case-anterior	900459_Ca-145-LM_nasal_case-anterior	900466_Ca-147-LJ_nasal_case-anterior	900507_Ca-160-LB_nasal_case-anterior	Ca008HNPN_Ca-008-HN_nasal_case-anterior	900496_Ca-156-MV_nasal_case-anterior	Ca007NKPN_Ca-007-NK_nasal_case-anterior	900475_Ca-150-ZS_nasal_case-anterior	900502_Ca-158-LC_nasal_case-anterior	900505_Ca-159-AS_nasal_case-anterior	900472_Ca-149-LM_nasal_case-anterior	900510_Ca-161-OM_nasal_case-anterior	900126_Ca-009-ZN_nasal_case-anterior	900499_Ca-157-LM_nasal_case-anterior	900396_Ca-123-PG_nasal_case-anterior	9003962_Ca-123-PG_nasal_case-anterior	900399_Ca-125-IM_nasal_case-anterior	9003992_Ca-125-IM_nasal_case-anterior	900402_Ca-124-AB_nasal_case-anterior	9004022_Ca-124-AB_nasal_case-anterior	Ca006ONPN_Ca-006-ON_nasal_case-anterior	Ca006ONPN2_Ca-006-ON_nasal_case-anterior	Unknown
900418_Ca-131-PM_skin_case-nonlesional	0	0	0.004615825994	0.01414929332	0.03619544816	0.01029517342	0	0.003005718523	0.01211653962	0.01930836119	0.006387345084	0.003356051865	0.02360180766	0.006890704587	0.03043676618	0.009401404284	0.03696631379	0.01420903034	0.0008091602114	0	0.02935034647	0	0	0	0.01513742127	0.004449154712	0.003927803566	0.003298478791	0.002005328017	0.004661575329	0	0.00554036988	0.003492509398	0.001586884955	0.04022642358	0	0.00325445106	0	0.0004508122191	0.02009932514	0.002520156129	0.004200973082	0.002189917255	0.0259664132	0.003291547289	0	0.02991281546	0.02822452292	0.01916593022	0.04349719992	0.0002087671382	0.01187814654	0.03105904103	0.006664873039	0	0	0.02785015782	0.0165261456	0.008638135148	0	0	0.006446623659	0	0	0.007580586373	0.004151764699	0.002125699123	0.03219241725	0.02489228267	0.006622655865	0.0003403250942	0.04209183246	0.0191776082	0	0	0.003580141815	0.002220981637	0	0.001555435162	0.01677236524	0.01937851154	0.001339563112	0	0	0.002285611242	0.02247027018	0.001888384054	0.00561090141	0.00580123785	0.008300698793	0.0217622548	0	0	0	0.00223184188	0.003678869642	0.001992717672	0.03235859339	0.0347640552	0	0	0	0	0	0.00700242175	0.02440727784	0.003955500011	0	0
900579_Ca-045-HN_skin_case-nonlesional	0	0	0	0.0172302533	0	0	0.001184307745	0	0	0	0.1323838937	0	0	0	0	0	0.08292224496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01052054303	0	0	0	0	0.03041758517	0	0	0	0	0	0	0.03371895212	0	0	0	0.02942283558	0	0	0	0	0.02338350994	0	0	0	0.01032839234	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05951994145	0	0.08887125399	0	0	0	0	0.0239252151	0	0	0.004783049274	0.01237403961	0.03548613951	0	0	0	0	0.02726947296	0	0	0	0.008642263938	0	0	0.3676161063	0	0	0	0	0	0
900421_Ca-132-LD_skin_case-nonlesional	0	0	0	0.1021811155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09086091492	0	0	0	0	0	0	0	0	0.1231344838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08374291192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02822336755	0	0	0	0	0.06539505452	0	0	0	0	0	0	0	0	0	0	0	0.01325536211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1724236542	0	0	0	0	0	0	0	0.04135311592	0	0.2794300196	0	0	0	0	0	0
900570_Ca-046-MT_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08758565669	0	0	0	0	0	0	0.03011868944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05252132388	0	0	0	0	0.1806277689	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02644183054	0	0.01434939305	0	0	0	0	0	0	0	0	0	0	0	0.04972064983	0	0.03118929609	0	0.01648251347	0	0	0	0	0.01096287813	0
900424_Ca-133-LT_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0.1758913074	0	0	0	0	0	0	0	0	0	0	0	0	0.4447629493	0	0	0	0	0	0	0.08618119552	0.02087302886	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03957282056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0379818752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002982203404	0.005252657325	0	0.004928324689	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014445936	0	0.09396304504	0	0.02137556199	0	0.01034556281	0.04144353189	0
900573_Ca-047-MD_skin_case-nonlesional	0	0.2308246919	0.02506463573	0	0.02179465412	0.02218806577	0	0	0.001295461219	0.01312085602	0	0.001586112005	0	0.0005452039934	0	0.003570360107	0	0.01263064548	0	0.02188491227	0.004510048519	0	0	0	0	0.01840197095	0.004868921118	0.0009211981364	0.01909400513	0.005530039431	0.005809997872	0	0	0	0	0.002039891498	0	0	0	0.01539884526	0.02836131232	0.00307668183	0	0.01934846063	0.005536412218	0.006200622895	0	0.02815526444	0	0	0.004477737094	0.004624712659	0.0060548112	0.00890311233	0.01768698977	0.009253969249	0	0.01726752366	0.001942508271	0.264697571	0.01485219024	0.005159262664	0	0	0	0	0.004458632263	0	0	0.005331414132	0	0	0.02475709054	0	0	0	0.004906345017	0	0.005504280298	0	0.002753372568	0.00192437925	0.005396242141	0	3.80E-06	0	0.01608531693	0	0.003852507202	0.001943552944	0.01293083699	0	0	0.00062613274	0	0.0178186139	0	0.005561300337	0.004736335075	0.004730193199	0	0	0	0	0	0	0	0	0
900427_Ca-134-IT_skin_case-nonlesional	0	0	0	0	0	0	0	0	0.2045700848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08116822783	0	0	0	0	0	0	0.2699338056	0.04372449122	0	0	0	0	0.05230263843	0	0	0	0	0	0	0	0	0.0384186302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01914851692	0	0	0	0	0	0	0	0	0	0	0.10047722	0	0	0	0	0	0.01001279045	0	0.08151694838	0	0.09872664606	0	0	0	0
900576_Ca-048-LN_skin_case-nonlesional	0	0	0	0	0	0	0	0	0.02497827691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01697133274	0	0	0	0	0	0	0.03893251963	0.02121780407	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04221139202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03771064186	0	0	0	0	0	0	0.5	0	0	0	0	0	0.06292174676	0.01928585508	0	0	0	0	0	0	0	0.03356144087	0	0	0	0	0	0	0	0.00523272919	0	0	0	0.06737731126	0	0	0.1295989496	0
900582_Ca-049-LM_skin_case-nonlesional	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06737841837	0	0	0	0	0	0	0.1752940309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2573275507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900588_Ca-050-MM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0.004693402511	0	0	0	0	0	0	0	0	0	0	0	0.09624023145	0	0	0	0	0	0	0.09136089926	0.08828891937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02765854442	0	0	0	0	0	0	0.09295760921	0	0	0	0	0	0	0.02253550356	0	0	0	0	0	0	0	0	0	0	0.08473961362	0	0	0	0	0	0	0	0	0	0	0	0	0.01260583537	0	0	0	0	0	0.05915851974	0	0	0	0	0	0	0	0	0	0	0.3884396258	0	0.03132129568	0	0	0	0	0	0
900437_Ca-137-TM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09636670101	0	0	0	0.1663535491	0	0	0	0	0	0	0	0	0	0	0	0	0.08320073054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2298882441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2701117559	0	0.1540790194	0	0	0	0
900585_Ca-051-AM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04453461406	0	0	0	0	0	0	0.09478208801	0.05930232779	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229543481	0	0	0	0	0.1257695971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693389638	0	0	0.1609767698	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2304168872	0	0	0	0.05398084538	0	0	0	0
900492_Ca-155-LS_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0.077009341	0	0	0	0	0	0	0	0	0	0	0.1134354375	0	0	0	0	0	0	0.2836378078	0	0	0	0	0	0.04228098877	0	0	0	0.01287219954	0	0	0	0	0.1288953874	0	0	0	0	0.01768260312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05624916936	0	0	0	0	0	0	0	0	0.03937420914	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008341926416	0	0.0793188225	0	0.1409021075	0	0	0	0
900591_Ca-052-LM_skin_case-nonlesional	0	0	0.07365906492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4263409351	0	0.05906474323	0	0	0	0	0	0	0.2022571995	0.05052541842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06935926566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08086497821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01038763174	0	0	0	0.0005256267537	0	0	0.02701513647	0
900434_Ca-138-SM_skin_case-nonlesional	0	0	0	0	0	0	0	0.0420877544	0.05328567627	0	0	0.07966302344	0	0	0	0	0.06184266984	0.01028312934	0	0	0	0	0	0	0.04365087302	0	0	0	0	0	0	0.09000683342	0	0	0	0	0.1003154974	0	0	0.02973644643	0	0.03419198178	0	0	0.03188105959	0	0	0	0	0	0	0	0	0	0	0.062804122	0	0	0	0	0.1018804373	0	0	0	0.03300978247	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07134636734	0	0.01044985767	0	0	0	0	0.0314338216	0	0.05090354669	0	0.0465441192	0	0	0	0	0	0	0	0	0	0.01468300085	0	0	0	0	0	0	0	0	0
900594_Ca-053-NN_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05099678736	0	0	0	0	0	0	0.126696523	0.01439223932	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03053334552	0.07902262035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02947234811	0.001870414104	0	0	0.01992343765	0	0	0	0	0	0	0	0	0	0	0	0	0.003910774525	0	0	0.009821357183	0	0	0	0	0	0.1291104251	0	0	0	0	0	0	0	0.07204284388	0	0.2877256518	0	0.07933928137	0	0	0.06514195074	0
900440_Ca-139-OS_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002724860702	0.03192983431	0	0	0	0	0	0	0.0249778565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004995476619	0	0	0	0	0	0	0	0	0.02877754918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03617888118	0	0.05780655139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7506413522	0	0.04300415798	0	0	0.02345940894	0
900611_Ca-054-RN_skin_case-nonlesional	0	0	0	0	0	0	0	0.1106636145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1758909946	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213445391	0	0	0	0	0	0	0	0	0	0	0	0
900443_Ca-140-EM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2802280425	0	0	0	0	0	0	0.2508472655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129811626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05678768015	0	0.01116272674	0	0.3141637626	0	0	0.07382935985	0
900622_Ca-055-LN_skin_case-nonlesional	0	0	0	0	0	0	0	0.05615928155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2967466172	0	0	0	0	0	0	0.01314064876	0	0	0	0	0	0.04777151787	0	0	0	0	0	0	0	0	0.03617505095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008066304959	0	0	0	0	0	0	0.03501350115	0.01438050803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05973600216	0	0	0	0	0	0	0	0	0.265568845	0	0	0	0	0	0	0	0.0786463882	0	0	0	0.02700675884	0	0	0.06158857536	0
900446_Ca-141-TC_skin_case-nonlesional	6.25E-07	0	2.84E-06	0.008395374593	0.00897074448	0	0	0	0.01232336033	0.6521964835	0	0	0	0.004859116569	0.01419295423	0	9.88E-07	2.14E-06	8.61E-07	0.002962889628	0.0008707230415	0	0	0	0.003666433784	1.74E-06	0	9.36E-07	0.01300412135	0.00680694637	0	0.0006692742075	0	0	0	0	1.65E-06	2.28E-06	0	1.32E-06	0	2.84E-06	0	1.16E-07	0	0.0004598660039	0	0.004736858942	0	0	3.85E-07	0.0007228378382	2.07E-06	0.000773128025	2.98E-06	3.32E-06	0	0.001330614712	0.0007405059679	0	0.003185550656	0.002805336475	2.50E-06	0	0	0	0.0002617549619	0	0	0.01297751131	1.46E-06	0	2.07E-06	0	0	0	3.28E-06	0	0.01287100152	0	2.71E-06	0	0	0	2.25E-07	0	0.1966436852	0	0.01264880185	3.51E-07	0.008490035919	0	0	3.03E-06	0	0.003976456247	7.22E-07	0	0.004289711267	0	0.00205613248	0	0.0008146376044	1.98E-06	0.001251723907	0	0	0	0
900480_Ca-152-HN_skin_case-nonlesional	0	0	0.2295572114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02814387983	0	0	0	0	0	0	0.02031871798	0.05650091762	0	0	0	0	0	0	0.009751681236	0	0	0	0	0	0	0.04484281509	0	0	0	0.0007034841501	0.005299099596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05740357939	0	0	0	0	0	0	0	0	0	0.2255999735	0	0	0	0	0	0.0287598687	0	0	0.1593916387	0	0	0	0	0	0.01700452913	0.001234370876	0	0	0	0	0	0	0.002460970521	0	0.05440141777	0.03471874357	0.02390710094	0	0	0	0
900449_Ca-142-AM_skin_case-nonlesional	5.96E-07	0.04204473019	3.93E-08	0	0	7.00E-08	5.68E-08	0	0	0	2.62E-07	0	2.53E-07	0	0	0.008786598482	0	0	5.12E-08	5.58E-07	0	0	0.1254970166	0	0	0	3.25E-09	0	0	8.64E-08	0	0	0	1.38E-07	0.04734908759	0	0	5.63E-07	1.94E-07	1.09E-07	2.99E-07	5.21E-07	4.68E-07	0.03648135412	0	0	0.0003963679071	0	0.01503718573	0.0746437682	0	0	0	0	2.32E-07	4.33E-07	0.06792526192	0	0	0	0	0	0	0	0	0.05136317102	4.40E-08	0.03107635374	0.01430436394	0	2.39E-07	0.01455234905	0	0.01828108694	0.02787966167	2.08E-07	0	0	0	9.26E-08	0	0	0.1041540583	0	3.71E-07	0	0	0	0	0	0	0.1232179021	0	0	0.01906174581	0	0.00790232515	0.07971939645	0.05208883072	0	0	6.00E-08	0	0	0	0.01212615544	0.02610528078	0	0
900625_Ca-056-DH_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3837209816	0	0	0	0	0	0	0.1648602299	0.006631667085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3359145879	0	0.1088725334	0	0	0	0	0	0
900452_Ca-143-ST_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02894394993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4104613429	0	0	0	0	0	0.1360674772	0	0	0	0	0	0	0	0	0.0003452976928	0	0	0	0	0	0	0	0	0	0	0	0.08953865709	0	0	0.3346432752	0
900454_Ca-144-HN_skin_case-nonlesional	0	0.007760103764	0.00303725194	0.008341983694	0.03144742688	0	0	0.007443444142	0.002237757354	0.03260723842	0	0.003264274123	0	0.0315476472	0.007848525368	0	0	0.006406968315	0	0.004361179801	0.002550747183	0	0	0.1382564216	0.003295267901	0.003268714425	0	0.004186869915	0.03132035162	0.03257814488	0	0	0	0	0	0.01922541082	0	0	0	0.004251212727	0	0.02881870477	0.00808071012	0	0.00379848553	0	0	0.0005431219373	0	0	0	0.02052481772	0	0.004108807106	0.007997211458	0	0	0.02447587541	0	0.00246358564	0.01749572741	0.007840262016	0.004591563395	0	0.003337891736	0	0.0009569295874	0	0	0	0.00754389473	0	0.03014100142	0	0	0	0.005086850706	0	0.006072224575	0	0.004938531631	0.006539239584	0	0	0.004660978931	0.006334045007	0.02006443433	0	0.008460031	0.001916685197	0.006189464678	0	0	0.2438760931	0	4.20E-05	0	0	0.00592261827	0	0.004073735997	0	0	0	0	0	0	0.1178674853	0
900458_Ca-145-LM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08489245792	0	0	0.04237761341	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02532344494	0	0	0	0	0.6168054743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1125677122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1180332973	0
900506_Ca-160-LB_skin_case-nonlesional	0	0	0	0.03956756043	0	0	0	0	0.03562599652	0	0	0.04962437914	0	0	0.05868651751	0	0	0	0	0	0	0	0	0	0.01389793377	0	0	0	0	0	0	0.001977662278	0	0	0	0	0	0	0	0.06613393187	0	0	0	0	0.06629327456	0	0	0	0	0	0	0	0	0	0	0.05729377796	0	0	0.04732790553	0	0	0	0	0	0	0	0	0	0	0.1617958698	0	0	0	0	0	0	0	0	0.05675536741	0	0	0	0	0	0	0.02221259607	0	0.009357017821	0.01090837049	0.11167201	0.06255476202	0	0	0	0	0.04897427082	0	0	0	0.07934079607	0	0	0	0	0	0	0	0	0
900465_Ca-147-LJ_skin_case-nonlesional	0	0	0	0.1083657845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09576108113	0	0	0	0	0	0	0.1540097332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477344895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01612992776	0	0	0	0.09057722387	0.1147342905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001593867771	0.03022461634	0	0	0	0	0	0	0	0	0	0.1342624315	0	0	0	0	0	0	0.1559070953	0	0.0207848484	0	0	0	0	0.02991461014	0
Ca008HNNL_Ca-008-HN_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1970554091	0	0	0	0	0	0	0.1273219107	0.02061293489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05583931605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1457447742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1443415236	0	0.00213093281	0	0	0.3069531986	0
900495_Ca-156-MV_skin_case-nonlesional	0	0	0	0	0	0	0	0.005200462795	0.05085987185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01749240853	0	0	0	0	0	0	0.1571218365	0	0	0	0	0	0.02390562352	0	0	0	0.06256871356	0	0	0	0	0	0	0	0	0	0	0	0.03824701311	0	0	0.0492101271	0	0	0	0	0.01069749927	0	0	0	0.04936771656	0	0	0	0	0.05152383244	0	0	0	0	0	0	0	0	0.05491447891	0	0.008529324488	0	0	0.06025983687	0	0	0	0	0.02129739972	0	0	0	0.05313638905	0.06306638435	0	0.07313821505	0	0	0	0.01061155232	0.05231769344	0	0.06410798093	0	0.02242563959	0	0	0	0
Ca007NKNL_Ca-007-NK_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1423885166	0	0	0	0	0	0	0.225175676	0.001118123603	0	0	0	0	0.08710823516	0	0	0	0	0	0	0	0	0.06974936889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06952166458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003708301738	0	0	0	0	0	0	0	0.02533942098	0	0.1918829053	0	0	0	0	0.1840077871	0
900474_Ca-150-ZS_skin_case-nonlesional	0	0	0	0.02347587171	0	0	0.05491399445	0.006596256634	0	0	0.04337986269	0	0	0	0.02140676681	0	0.03255512711	0	0	0	0	0	0	0.1330633782	0.0007901567834	0	0	0.003081604758	0	0	0.06088659267	0	0	0	0	0	0.02816111115	0	0	0	0	0	0	0	0.09746357261	0	0	0	0	0	0	0.02824949875	0	0	0	0	0	0	0	0	0.01531547794	0	0	0	0.01409693397	0	0.04160310329	0	0	0.004529906534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01977035322	0	0.02894460758	0	0.03156480653	0	0	0.08577914631	0.02548270275	0	0	0	0	0	0.06360125073	0.03285380804	0	0	0	0.08008089829	0	0	0.0223532105	0
900501_Ca-158-LC_skin_case-nonlesional	5.68E-07	0	0	0	0	0	0	1.82E-07	0.004786864902	0.04908485397	0	4.73E-07	0	0.02985270835	0	0	2.35E-07	7.46E-07	0	7.69E-07	0.04993982789	0	0	0	0	0	0	0	2.99E-05	0.04478322974	0	0	0	0	2.30E-07	0.1566194413	4.43E-07	6.74E-07	5.61E-07	0.01882330953	0	0.02219719894	4.69E-08	0	0.004296200856	0	0	0.02382215244	0	0	7.78E-07	5.85E-07	0.3433805587	0.02067508622	2.46E-07	0	0	0.002783167588	3.45E-07	7.22E-07	0.03854913925	0.03419655413	3.55E-07	0	0.01854383509	0	3.94E-07	0	0	0	7.58E-08	0	5.63E-07	0	0	0	0.04008245253	0	4.17E-08	0	7.10E-07	7.62E-07	0	0	0	0	4.91E-07	0	2.50E-07	8.31E-07	7.79E-07	0	0	0.01731964934	0	0.03426381117	6.48E-07	7.87E-07	0.04595555262	2.13E-07	0	0	0	0	0	0	0	0	0
